Index,Filename,Status,Expected_Mode,Actual_Mode,Mode_Correct,Processing_Time_s,Rain_Score,Glare_Score,Glare_Percentage,Needs_Enhancement,Critical_Issue
39,791_rain.png,success,DEGLARE,DEGLARE,True,0.7116951942443848,0.18,0.02021497919556172,2.021497919556172,False,False
40,791_rain.png,success,DEGLARE,DEGLARE,True,0.6457440853118896,0.18,0.02021497919556172,2.021497919556172,False,False
41,792_rain.png,success,DERAIN,DERAIN,True,9.729541778564453,0.33735607054316724,0.09011574074074075,9.011574074074074,False,False
42,792_rain.png,success,DERAIN,DERAIN,True,9.891067028045654,0.33735607054316724,0.09011574074074075,9.011574074074074,False,False
43,793_rain.png,success,DEGLARE,DEGLARE,True,0.6832623481750488,0.18,0.023634259259259258,2.3634259259259256,True,False
44,793_rain.png,success,DEGLARE,DEGLARE,True,0.6784942150115967,0.18,0.023634259259259258,2.3634259259259256,True,False
45,794_rain.png,success,DEGLARE,DEGLARE,True,0.6279761791229248,0.18,0.01923611111111111,1.923611111111111,False,False
46,794_rain.png,success,DEGLARE,DEGLARE,True,0.6413049697875977,0.18,0.01923611111111111,1.923611111111111,False,False
47,795_rain.png,success,NONE,NONE,True,0.06408905982971191,0.18,0.0013078703703703703,0.13078703703703703,False,False
48,795_rain.png,success,NONE,NONE,True,0.06688356399536133,0.18,0.0013078703703703703,0.13078703703703703,False,False
49,796_rain.png,success,ENHANCE,ENHANCE,True,0.5872151851654053,0.18,0.0016961396208969024,0.16961396208969023,True,False
50,796_rain.png,success,ENHANCE,ENHANCE,True,0.5855145454406738,0.18,0.0016961396208969024,0.16961396208969023,True,False
51,797_rain.png,success,DERAIN,DERAIN,True,9.848107099533081,0.3042056079673244,0.011597222222222222,1.1597222222222223,False,False
52,797_rain.png,success,DERAIN,DERAIN,True,10.295976161956787,0.3042056079673244,0.011597222222222222,1.1597222222222223,False,False
53,798_rain.png,success,DEGLARE,DEGLARE,True,0.7303545475006104,0.18,0.03700520833333333,3.700520833333333,False,False
54,798_rain.png,success,DEGLARE,DEGLARE,True,0.6547279357910156,0.18,0.03700520833333333,3.700520833333333,False,False
55,799_rain.png,success,DEGLARE,DEGLARE,True,0.7401726245880127,0.24743332273604002,0.05462384259259259,5.4623842592592595,False,False
56,799_rain.png,success,DEGLARE,DEGLARE,True,1.503751516342163,0.24743332273604002,0.05462384259259259,5.4623842592592595,False,False
57,800_rain.png,success,DEGLARE,DEGLARE,True,0.7749638557434082,0.18,0.5507320601851852,55.07320601851852,False,False
58,800_rain.png,success,DEGLARE,DEGLARE,True,0.6387860774993896,0.18,0.5507320601851852,55.07320601851852,False,False
59,801_rain.png,success,DEGLARE,DEGLARE,True,0.8826406002044678,0.18,0.04942708333333334,4.942708333333334,False,False
60,801_rain.png,success,DEGLARE,DEGLARE,True,0.8868985176086426,0.18,0.04942708333333334,4.942708333333334,False,False
61,802_rain.png,success,DEGLARE,DEGLARE,True,0.6672694683074951,0.18,0.011296296296296296,1.1296296296296295,True,False
62,802_rain.png,success,DEGLARE,DEGLARE,True,0.6300170421600342,0.18,0.011296296296296296,1.1296296296296295,True,False
63,803_rain.png,success,DERAIN,DERAIN,True,10.010292530059814,0.2710284381218653,0.012537615740740742,1.2537615740740742,False,False
64,803_rain.png,success,DERAIN,DERAIN,True,10.167055368423462,0.2710284381218653,0.012537615740740742,1.2537615740740742,False,False
65,804_rain.png,success,DEGLARE,DEGLARE,True,0.6753849983215332,0.18,0.03337962962962963,3.337962962962963,False,False
66,804_rain.png,success,DEGLARE,DEGLARE,True,0.6909904479980469,0.18,0.03337962962962963,3.337962962962963,False,False
67,805_rain.png,success,DEGLARE,DEGLARE,True,0.6438615322113037,0.18,0.023125,2.3125,False,False
68,805_rain.png,success,DEGLARE,DEGLARE,True,0.6389186382293701,0.18,0.023125,2.3125,False,False
69,806_rain.png,success,DEGLARE,DEGLARE,True,0.7059400081634521,0.010152217707743405,0.9235706018518518,92.35706018518518,True,False
70,806_rain.png,success,DEGLARE,DEGLARE,True,0.550407886505127,0.010152217707743405,0.9235706018518518,92.35706018518518,True,False
71,807_rain.png,success,DEGLARE,DEGLARE,True,0.7888569831848145,0.19198372280296894,0.029623842592592594,2.9623842592592595,False,False
72,807_rain.png,success,DEGLARE,DEGLARE,True,0.6962106227874756,0.19198372280296894,0.029623842592592594,2.9623842592592595,False,False
73,808_rain.png,success,DEGLARE,DEGLARE,True,0.8689963817596436,0.21351941045869083,0.01970486111111111,1.9704861111111112,False,False
74,808_rain.png,success,DEGLARE,DEGLARE,True,0.7741096019744873,0.21351941045869083,0.01970486111111111,1.9704861111111112,False,False
75,809_rain.png,success,ENHANCE,ENHANCE,True,1.6083965301513672,0.18,0.0,0.0,True,False
76,809_rain.png,success,ENHANCE,ENHANCE,True,1.592522382736206,0.18,0.0,0.0,True,False
77,810_rain.png,success,DEGLARE,DEGLARE,True,0.705420732498169,0.1867298734462519,0.012430555555555556,1.2430555555555556,False,False
78,810_rain.png,success,DEGLARE,DEGLARE,True,0.6641514301300049,0.1867298734462519,0.012430555555555556,1.2430555555555556,False,False
79,811_rain.png,success,DEGLARE,DEGLARE,True,0.844799280166626,0.18,0.5353703703703704,53.53703703703704,False,False
80,811_rain.png,success,DEGLARE,DEGLARE,True,0.880640983581543,0.18,0.5353703703703704,53.53703703703704,False,False
81,812_rain.png,success,NONE,NONE,True,0.06372237205505371,0.22496698962227438,0.0,0.0,False,False
82,812_rain.png,success,NONE,NONE,True,0.0633704662322998,0.22496698962227438,0.0,0.0,False,False
83,813_rain.png,success,DERAIN,DERAIN,True,11.131062269210815,0.26802088772571353,0.060807291666666666,6.080729166666667,True,False
84,813_rain.png,success,DERAIN,DERAIN,True,10.089221239089966,0.26802088772571353,0.060807291666666666,6.080729166666667,True,False
85,814_rain.png,success,NONE,NONE,True,0.07386445999145508,0.18,0.0061303168099284605,0.613031680992846,False,False
86,814_rain.png,success,NONE,NONE,True,0.07064175605773926,0.18,0.0061303168099284605,0.613031680992846,False,False
87,815_rain.png,success,NONE,NONE,True,0.06517934799194336,0.2214425373429127,0.0002314814814814815,0.02314814814814815,False,False
88,815_rain.png,success,NONE,NONE,True,0.06415891647338867,0.2214425373429127,0.0002314814814814815,0.02314814814814815,False,False
89,816_rain.png,success,ENHANCE,ENHANCE,True,0.6796402931213379,0.18,0.002980324074074074,0.2980324074074074,True,False
90,816_rain.png,success,ENHANCE,ENHANCE,True,0.619805097579956,0.18,0.002980324074074074,0.2980324074074074,True,False
91,817_rain.png,success,NONE,NONE,True,0.05983757972717285,0.18,0.0,0.0,False,False
92,817_rain.png,success,NONE,NONE,True,0.05664539337158203,0.18,0.0,0.0,False,False
93,819_rain.png,success,DEGLARE,DEGLARE,True,0.6652534008026123,0.18,0.1047974537037037,10.47974537037037,False,False
94,819_rain.png,success,DEGLARE,DEGLARE,True,0.6645023822784424,0.18,0.1047974537037037,10.47974537037037,False,False
95,820_rain.png,success,DERAIN,DERAIN,True,9.85020923614502,0.26034202840258786,0.05574652777777778,5.574652777777778,False,False
96,820_rain.png,success,DERAIN,DERAIN,True,9.84069013595581,0.26034202840258786,0.05574652777777778,5.574652777777778,False,False
97,821_rain.png,success,DEGLARE,DEGLARE,True,0.6619608402252197,0.18,0.039525462962962964,3.9525462962962963,False,False
98,821_rain.png,success,DEGLARE,DEGLARE,True,0.6579041481018066,0.18,0.039525462962962964,3.9525462962962963,False,False
99,822_rain.png,success,DEGLARE,DEGLARE,True,0.6230573654174805,0.18,0.03902199074074074,3.902199074074074,True,False
