Index,Filename,Status,Expected_Mode,Actual_Mode,Mode_Correct,Processing_Time_s,Rain_Score,Glare_Score,Contrast,Brightness,Sharpness,Unnecessary_Processing
74,Copy of KIMG0134.JPG,success,DEGLARE,DEGLARE,True,1.6798737049102783,0.18,0.008021077283372365,67.06176700290943,133.46848653395784,157.66335136630087,True
75,Copy of KIMG0136.JPG,success,NONE,NONE,True,0.05804109573364258,0.09761305946066814,0.000817232630757221,65.2358538000545,119.82516100702576,56.67268924952739,False
76,Copy of KIMG0136.JPG,success,NONE,NONE,True,0.06352996826171875,0.09761305946066814,0.000817232630757221,65.2358538000545,119.82516100702576,56.67268924952739,False
77,Copy of KIMG0137.JPG,success,DEGLARE,DEGLARE,True,1.7042999267578125,0.19520908423325709,0.011004586260733801,64.27139726605559,101.7341237314598,500.02912724557325,True
78,Copy of KIMG0137.JPG,success,DEGLARE,DEGLARE,True,1.7577645778656006,0.19520908423325709,0.011004586260733801,64.27139726605559,101.7341237314598,500.02912724557325,True
79,Copy of KIMG0138.JPG,success,NONE,NONE,True,0.0919806957244873,0.18,0.006823282591725215,61.58684745857834,106.51603727556596,308.7538302795527,False
80,Copy of KIMG0138.JPG,success,NONE,NONE,True,0.07334589958190918,0.18,0.006823282591725215,61.58684745857834,106.51603727556596,308.7538302795527,False
81,Copy of KIMG0141.JPG,success,NONE,NONE,True,0.05723261833190918,0.04663272083660077,0.0017418032786885246,79.92606926875672,117.8967481459797,21.458789505617574,False
82,Copy of KIMG0141.JPG,success,NONE,NONE,True,0.060111284255981445,0.04663272083660077,0.0017418032786885246,79.92606926875672,117.8967481459797,21.458789505617574,False
83,Copy of KIMG0143.JPG,success,NONE,NONE,True,0.06451559066772461,0.05528538408076531,0.005820647931303669,78.58374483427083,121.08524834113973,55.15650071493331,False
84,Copy of KIMG0143.JPG,success,NONE,NONE,True,0.06245064735412598,0.05528538408076531,0.005820647931303669,78.58374483427083,121.08524834113973,55.15650071493331,False
85,Copy of KIMG0145.JPG,success,NONE,NONE,True,0.05901908874511719,0.06328289646201433,0.0009636026541764247,62.6410965950454,119.91238534348166,62.629530908641335,False
86,Copy of KIMG0145.JPG,success,NONE,NONE,True,0.05835890769958496,0.06328289646201433,0.0009636026541764247,62.6410965950454,119.91238534348166,62.629530908641335,False
87,Copy of KIMG0147.JPG,success,NONE,NONE,True,0.05816984176635742,0.18,0.00019028103044496487,65.69178833289419,114.9927424863388,138.21721101496985,False
88,Copy of KIMG0147.JPG,success,NONE,NONE,True,0.058244943618774414,0.18,0.00019028103044496487,65.69178833289419,114.9927424863388,138.21721101496985,False
89,Copy of KIMG0149.JPG,success,DEGLARE,DEGLARE,True,1.745553731918335,0.18,0.008035714285714285,61.2682615195814,114.86590066354411,241.49253753971655,True
90,Copy of KIMG0149.JPG,success,DEGLARE,DEGLARE,True,1.8669395446777344,0.18,0.008035714285714285,61.2682615195814,114.86590066354411,241.49253753971655,True
91,Copy of KIMG0151.JPG,success,DEGLARE,DEGLARE,True,1.7884190082550049,0.18,0.013641686182669789,52.384396356773465,125.56599824355972,202.7298911815658,True
92,Copy of KIMG0151.JPG,success,DEGLARE,DEGLARE,True,1.7581000328063965,0.18,0.013641686182669789,52.384396356773465,125.56599824355972,202.7298911815658,True
93,Copy of KIMG0153.JPG,success,NONE,NONE,True,0.06266307830810547,0.18,0.003832455113192818,77.44979552977206,91.14546008977362,701.2982514361775,False
94,Copy of KIMG0153.JPG,success,NONE,NONE,True,0.05932927131652832,0.18,0.003832455113192818,77.44979552977206,91.14546008977362,701.2982514361775,False
95,Copy of KIMG0155.JPG,success,NONE,NONE,True,0.049120187759399414,0.03886713809001978,0.0,76.0871788853788,86.91065085870413,19.459548361346783,False
96,Copy of KIMG0155.JPG,success,NONE,NONE,True,0.047760963439941406,0.03886713809001978,0.0,76.0871788853788,86.91065085870413,19.459548361346783,False
97,Copy of KIMG0157.JPG,success,NONE,NONE,True,0.07742667198181152,0.18,0.004920472287275566,56.094777964042926,107.39193745121,369.2760180410229,False
98,Copy of KIMG0157.JPG,success,NONE,NONE,True,0.07391166687011719,0.18,0.004920472287275566,56.094777964042926,107.39193745121,369.2760180410229,False
99,Copy of KIMG0159.JPG,success,NONE,NONE,True,0.06519627571105957,0.18,0.004737509758001562,73.18261721178743,108.83816354410617,236.77942037432638,False
100,Copy of KIMG0159.JPG,success,NONE,NONE,True,0.06252527236938477,0.18,0.004737509758001562,73.18261721178743,108.83816354410617,236.77942037432638,False
